timestamps	index	text	role	label	video	stage	gender	subject
00:08:32,140 --> 00:08:43,720	34651	\u5b83\u80fd\u4e0d\u80fd\u63c9\u6413\u6210\u56e2，\u5982\u679c\u53ef\u4ee5\u4f60\u63a8\u6d4b\u4e00\u4e0b\u5b83\u7684\u571f\u8d28\u662f\u9ecf\u91cd\u8fd8\u662f\u758f\u677e，\u5b83\u7684\u900f\u6c14\u6027\u548c\u4fdd\u6c34\u6027\u600e\u4e48\u6837	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:08:44,270 --> 00:08:50,050	34652	\u597d，\u4e0b\u9762\u8bf7\u5927\u5bb6\u52a8\u624b，\u6765，\u4e00\u8d77\u6765\u89c2\u5bdf\u6765，\u5404\u4e2a\u5c0f\u7ec4\u90fd\u5927\u5bb6\u4e00\u8d77\u52a8\u624b	\u6559\u5e08	\u4fc3\u8fdb\u534f\u4f5c\u5b66\u4e60	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:09,540 --> 00:09:13,130	34654	\u597d，\u6211\u4eec\u6bcf\u4e2a\u540c\u5b66\u90fd\u8bd5\u4e86\u4e00\u4e0b，\u90fd\u6478\u4e86\u4e00\u4e0b\u6765	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:13,130 --> 00:09:13,850	34655	\u597d，\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:14,360 --> 00:09:25,400	34656	\u6765，\u5927\u5bb6\u53ef\u4ee5\u7528\u7eb8\u5dfe\u64e6\u64e6\u624b\u6765，\u6211\u4eec\u518d\u8bf7\u4e00\u4e2a\u5c0f\u7ec4\u6765\u5206\u4eab\u4e00\u4e0b\u4f60\u4eec\u7684\u4e00\u4e2a\u89c2\u5bdf\u7684\u7ed3\u679c	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:25,400 --> 00:09:28,960	34658	\u6765，\u54ea\u4e2a\u5c0f\u7ec4，\u597d，\u6765\u7b2c\u4e8c\u5c0f\u7ec4，\u597d，\u8fd9\u4f4d\u540c\u5b66	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:48,250 --> 00:09:53,370	34663	\u5b83\u7684\u4fdd\u6c34\u6027\u6bd4\u8f83\u597d，\u76f8\u53cd\u900f\u6c14\u6027\u662f\u6bd4\u8f83\u5dee，\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:53,370 --> 00:09:53,990	34665	\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:09:54,310 --> 00:10:10,600	34666	\u6765，\u901a\u8fc7\u89c2\u5bdf\u6211\u4eec\u5c31\u53d1\u73b0，\u6211\u4eec\u5bb6\u4e61\u7684\u571f\u58e4\u8d28\u5730\u6bd4\u8f83\u9ecf\u91cd，\u6839\u636e\u8d28\u5730\u53ef\u4ee5\u628a\u571f\u58e4\u5206\u4e3a\u6c99\u571f\u58e4\u571f\u8fd8\u6709\u7c98\u571f，\u800c\u6211\u4eec\u5bb6\u4e61\u7684\u571f\u58e4\u5c31\u5c5e\u4e8e\u8d28\u5730\u6bd4\u8f83\u9ecf\u91cd\u7684	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:11,930 --> 00:10:16,310	34668	\u63a5\u4e0b\u6765\u6211\u4eec\u7ee7\u7eed\u6765\u89c2\u5bdf\u571f\u58e4\u5256\u9762，\u53bb\u8bc6\u522b\u571f\u5c42\u7684\u7279\u5f81	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:17,330 --> 00:10:18,760	34669	\u600e\u4e48\u89c2\u5bdf\u5256\u9762	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:19,320 --> 00:10:19,790	34670	\u5927\u5bb6\u770b\u4e00\u770b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:20,580 --> 00:10:33,880	34671	\u6211\u4eec\u53ef\u4ee5\u5148\u770b\u5b83\u7684\u6574\u4f53，\u6bd4\u5982\u770b\u4e00\u770b\u571f\u5c42\u7684\u4e00\u4e2a\u539a\u5ea6，\u5b83\u6709\u6ca1\u6709\u5206\u5c42\u73b0\u8c61，\u5982\u679c\u6709\u5206\u5c42\u73b0\u8c61，\u5b83\u5206\u4e86\u54ea\u4e9b\u5c42	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:35,370 --> 00:10:45,780	34673	\u4e00\u822c\u6765\u8bf4\u571f\u5c42\u8d8a\u539a，\u5c42\u6b21\u8d8a\u5206\u660e，\u5c42\u6b21\u8d8a\u591a，\u8bf4\u660e\u571f\u58e4\u7684\u53d1\u80b2\u7a0b\u5ea6\u662f\u8d8a\u9ad8\u8fd8\u662f\u8d8a\u4f4e	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:46,660 --> 00:10:48,810	34674	\u5bf9，\u53d1\u80b2\u7a0b\u5ea6\u662f\u8d8a\u9ad8\u7684	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:10:52,580 --> 00:11:02,380	34676	\u5177\u4f53\u5230\u67d0\u4e00\u4e2a\u5c42\u6b21\u7684\u65f6\u5019\u6211\u4eec\u53ef\u4ee5\u770b\u5b83\u7684\u989c\u8272\u6df1\u6d45，\u8d28\u5730，\u5b83\u7684\u9897\u7c92\u7684\u7c97\u7ec6	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:11:02,390 --> 00:11:05,180	34677	\u518d\u6765\u770b\u4e00\u770b\u5b83\u7684\u7ec4\u6210\u7269\u8d28\u6709\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_13	\u9ad8\u4e2d\u9636\u6bb5	\u7537	\u751f\u7269
00:15:32,380 --> 00:15:37,690	35102	\u597d\u50cf\u4f60\u4eec\u8fd9\u4e00\u7ec4\u505a\u7684\u4e5f\u4e0d\u662f\u5f88\u6210\u529f	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:15:37,700 --> 00:15:38,960	35103	\u4f60\u4eec\u89c9\u5f97\u95ee\u9898\u5728\u54ea	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:15:51,970 --> 00:15:53,320	35105	\u597d\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:15:53,810 --> 00:16:01,980	35106	\u6211\u611f\u89c9\u53ef\u80fd\u662f\u4ed6\u7684\u64cd\u4f5c\u8fc7\u7a0b\u4e2d\u6f0f\u6c14\u4e86\u6c28\u6c14\u91cf\u5c11\u4e86，\u53e6\u5916\u4e00\u4e2a\u5982\u679c\u6c34\u5c11\u6216\u8005\u8bf4\u6c14\u4f53\u5c11\u7684\u8bdd\u538b\u5f3a\u5dee\u4e0d\u591f	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:16:01,990 --> 00:16:02,270	35108	\u662f\u4e0d\u662f	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:16:02,550 --> 00:16:08,510	35109	\u597d\u90a3\u4e48\u5927\u5bb6\u505a\u7684\u57fa\u672c\u4e0a\u7edd\u5927\u591a\u6570\u540c\u5b66\u7684\u6548\u679c\u8fd8\u662f\u6bd4\u8f83\u4e0d\u9519\u7684	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:16:09,840 --> 00:16:16,670	35110	\u90a3\u4e48\u63a5\u4e0b\u6765\u8bf7\u540c\u5b66\u4eec\u5728\u5bfc\u5b66\u6848\u4e0a,\u586b\u5199\u54b1\u4eec\u8fd9\u4e24\u4e2a\u5b9e\u9a8c\u7684\u5b9e\u9a8c\u73b0\u8c61	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:16:23,210 --> 00:16:29,280	35111	\u5728\u586b\u5199\u5b9e\u9a8c\u73b0\u8c61\u7684\u65f6\u5019,\u8981\u91cd\u8bfb\u4e00\u904d\u5b9e\u9a8c\u64cd\u4f5c\u6b65\u9aa4\u56de\u987e\u4e00\u4e0b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:17:46,810 --> 00:17:50,710	35112	\u597d\u6211\u770b\u5176\u5b9e\u5927\u90e8\u5206\u540c\u5b66\u90fd\u5df2\u7ecf\u8bb0\u5f55\u5b8c\u6574\u4e86\u597d\u7684	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:17:50,960 --> 00:17:53,350	35113	\u6709\u54ea\u4e00\u7ec4\u540c\u5b66\u613f\u610f\u8ddf\u5927\u5bb6\u5206\u4eab\u4e00\u4e0b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:17:55,620 --> 00:17:59,730	35114	[\u59d3\u540d]\u540c\u5b66\u4f60\u8bf4\u4e00\u4e0b\u4f60\u4eec\u5c0f\u7ec4\u5f97\u5230\u7684\u5b9e\u9a8c\u4e00\u548c\u5b9e\u9a8c\u4e8c\u7684\u73b0\u8c61\u6709\u54ea\u4e9b	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:18:26,470 --> 00:18:27,700	35116	\u523a\u6fc0\u6027\u6c14\u5473\u4ea7\u751f\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:18:28,330 --> 00:18:29,640	35117	\u5927\u5bb6\u6709\u5176\u4ed6\u610f\u89c1\u5417	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:18:30,630 --> 00:18:32,310	35119	\u597d\u4e0d\u9519\u597d\u8bf7\u5750	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:18:32,630 --> 00:18:40,070	35120	\u597d\u90a3\u4e48\u63a5\u4e0b\u6765\u6211\u4eec\u5728\u5b9e\u9a8c\u73b0\u8c61\u7684\u57fa\u7840\u4e0a,\u6765\u68b3\u7406\u4e00\u4e0b\u6c28\u7684\u7269\u7406\u6027\u8d28\u548c\u90e8\u5206\u5316\u5b66\u6027\u8d28	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:18:40,080 --> 00:18:42,150	35121	\u597d\u73b0\u5728\u8bf7\u5927\u5bb6\u586b\u5199\u5b66\u6848	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:21:18,520 --> 00:21:21,670	35123	\u597d\u90a3\u4e48\u63a5\u4e0b\u6765\u6211\u4eec\u518d\u627e\u540c\u5b66\u7ed9\u6211\u4eec\u6c47\u62a5\u4e00\u4e0b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:21:21,920 --> 00:21:23,060	35124	\u7269\u7406\u6027\u8d28\u662f\u600e\u6837\u7684	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:21:36,740 --> 00:21:37,500	35126	\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_15	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u5316\u5b66
00:15:04,950 --> 00:15:13,540	35431	\u5c31\u662f\u6307DNA\u5206\u5b50\u4e2d,\u53d1\u751f\u78b1\u57fa\u7684\u589e\u6dfb\u7f3a\u5931\u6216\u66ff\u6362,\u800c\u5f15\u8d77\u7684\u57fa\u56e0\u78b1\u57fa\u5e8f\u5217\u7684\u6539\u53d8\u53eb\u505a\u57fa\u56e0\u7a81\u53d8	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:15:30,330 --> 00:15:32,760	35435	\u597d\u57fa\u56e0\u7684\u6982\u5ff5\u662f\u4ec0\u4e48	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:15:35,410 --> 00:15:47,780	35437	\u4e5f\u5c31\u662f\u8bf4DNA\u5206\u5b50\u4e2d\u9664\u4e86\u5177\u6709\u57fa\u56e0\u7247\u6bb5,\u8fd8\u6709\u975e\u57fa\u56e0\u7247\u6bb5，\u5982\u679c\u662f\u975e\u57fa\u56e0\u7247\u6bb5\u4e2d\u7684\u78b1\u57fa\u7684\u589e\u6dfb\u7f3a\u5931\u6216\u66ff\u6362,\u5c31\u4e0d\u53eb\u505a\u57fa\u56e0\u7a81\u53d8\u5bf9	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:15:47,790 --> 00:15:55,280	35439	\u597d\u57fa\u56e0\u4e2d\u78b1\u57fa\u5e8f\u5217\u53d1\u751f\u4e86\u6539\u53d8,\u5c31\u610f\u5473\u7740\u57fa\u56e0\u6240\u643a\u5e26\u7684\u9057\u4f20\u4fe1\u606f\u53d1\u751f\u4e86\u6539\u53d8	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:15:55,530 --> 00:15:59,800	35440	\u7ec6\u80de\u8981\u5c06\u9057\u4f20\u4fe1\u606f\u8868\u8fbe\u51fa\u6765,\u4f9d\u7136\u662f\u8981\u7ecf\u8fc7\u54ea\u4e24\u4e2a\u6b65\u9aa4	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:06,350 --> 00:19:07,500	35446	\u5927\u5bb6\u5df2\u7ecf\u505a\u5b8c\u4e86	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:07,500 --> 00:19:12,020	35447	\u597d\u4e0b\u9762\u6211\u4eec\u5c31\u6709\u8bf7\u7b2c\u4e00\u7ec4\u540c\u5b66\u6765\u5c55\u793a\u4e00\u4e0b\u4ed6\u4eec\u7684\u7ed3\u679c	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:46,290 --> 00:19:46,760	35449	\u5f88\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:48,820 --> 00:19:50,820	35450	\u597d\u6709\u8bf7\u7b2c\u4e8c\u7ec4\u540c\u5b66	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:27,970 --> 00:20:28,820	35452	\u597d\u8c22\u8c22	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:30,650 --> 00:20:43,250	35453	\u597d\u7b2c\u4e09\u7ec4\u4f60\u5230\u524d\u9762\u8bb2	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:06,630 --> 00:21:10,570	35455	\u597d\u6709\u8bf7\u7b2c\u56db\u7ec4\u540c\u5b66	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:50,560 --> 00:21:51,190	35457	\u975e\u5e38\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:22:05,840 --> 00:22:08,710	35460	\u8fd9\u6837\u7684\u8bdd\u751f\u7269\u7684\u6027\u72b6\u5c31\u5f88\u53ef\u80fd\u4f1a\u600e\u4e48\u6837	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:22:14,800 --> 00:22:21,630	35463	\u7531\u4e8e\u5bc6\u7801\u5b50\u7684\u7b80\u5e76\u6027,\u6c28\u57fa\u9178\u5e76\u6ca1\u6709\u53d1\u751f\u6539\u53d8，\u8fd9\u6837\u7684\u8bdd\u751f\u7269\u7684\u6027\u72b6\u5c31\u4e0d\u4f1a\u6539\u53d8	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_16	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:02,160 --> 00:19:06,660	35723	\u4f60\u56de\u60f3\u4e00\u4e0b\u4f60\u521a\u624d\u64cd\u4f5c\u7684\u8fc7\u7a0b\u4e2d\u662f\u54ea\u91cc\u53ef\u80fd\u51fa\u73b0\u4e86\u95ee\u9898	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:21,150 --> 00:19:22,020	35727	\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:22,270 --> 00:19:26,730	35728	\u6240\u4ee5\u6211\u4eec\u5728\u5b9e\u9a8c\u64cd\u4f5c\u7684\u8fc7\u7a0b\u4e2d\u4e00\u5b9a\u8981\u6ce8\u610f\u64cd\u4f5c\u7684\u4e25\u8c28\u6027	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:28,030 --> 00:19:30,440	35729	\u518d\u89c2\u5bdf\u4e00\u4e0b\u8fd8\u6709\u6ca1\u6709\u53d1\u73b0	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:31,920 --> 00:19:39,200	35731	11\u7ec4\u5bf9\u5e73\u5747\u503c\u4e3a11\u7684\u8fd9\u4e00\u7ec4,\u6211\u4eec\u770b\u5230\u7b2c\u4e09\u4e2a\u6570\u636e\u662f\u4e0d\u662f\u53c8\u662f\u660e\u663e\u504f\u5927	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:46,830 --> 00:19:47,300	35733	\u4e3e\u4e0b\u624b	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:19:47,300 --> 00:19:55,070	35734	\u4f60\u60f3\u4e00\u60f3\u4f60\u6574\u4e2a\u64cd\u4f5c\u8fc7\u7a0b\u4e2d,\u53ef\u80fd\u662f\u5728\u54ea\u91cc\u51fa\u73b0\u4e86\u95ee\u9898	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:01,480 --> 00:20:02,270	35736	\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:02,960 --> 00:20:08,600	35737	\u4ed6\u8bf4\u4ed6\u662fh\u4e8co\u4e8c\u662f\u8fc7\u6c27\u5316\u6c22\u6eb6\u6db2,\u4ed6\u5438\u4e86\u4e24\u6beb\u5347	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:08,900 --> 00:20:21,150	35738	\u6211\u4eec\u521a\u521a\u8bf4\u7684\u8fc7\u6c27\u5316\u6c22\u7684\u91cf\u6211\u4eec\u662f\u5438\u53d6\u4e00\u6beb\u5347，\u6240\u4ee5\u5b83\u65e0\u5173\u53d8\u91cf\u6ca1\u6709\u63a7\u5236,\u597d\u6240\u4ee5\u5bfc\u81f4\u8fd9\u4e2a\u5b9e\u9a8c\u7ed3\u679c\u51fa\u73b0\u5f88\u5927\u7684\u8bef\u5dee	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:25,500 --> 00:20:29,900	35741	\u540c\u5b66\u4eec\u5df2\u7ecf\u770b\u5230\u4e86,\u6216\u591a\u6216\u5c11\u90fd\u4f1a\u6709\u5404\u79cd\u5404\u6837\u7684\u64cd\u4f5c\u7684\u8bef\u5dee	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:30,210 --> 00:20:36,590	35742	\u9664\u4e86\u8fd9\u4e9b\u4e4b\u5916,\u8fd8\u6709\u54ea\u4e9b\u64cd\u4f5c\u4e5f\u4f1a\u5bfc\u81f4\u5b9e\u9a8c\u51fa\u73b0\u8bef\u5dee\u5462	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:37,530 --> 00:20:42,760	35743	\u6211\u4eec\u770b\u5230\u76f8\u540c\u7684pH\u503c\u4e00\u7ec4\u91cd\u590d\u4e09\u6b21,\u8fd9\u4e09\u4e2a\u6570\u636e\u90fd\u4e0d\u4e00\u6837	\u6559\u5e08	\u77e5\u8bc6\u8bb2\u6388	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:44,060 --> 00:20:48,160	35744	\u4f60\u89c9\u5f97\u53ef\u80fd\u662f\u54ea\u4e9b\u64cd\u4f5c\u5bfc\u81f4\u7ed3\u679c\u51fa\u73b0\u4e86\u8bef\u5dee	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:48,800 --> 00:20:52,880	35745	\u601d\u8003\u4e00\u4e0b，\u597d\u6765\u8fd9\u4e2a\u5973\u751f\u4f60\u6765\u8bf4	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:58,080 --> 00:20:58,730	35748	\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:20:58,740 --> 00:21:01,930	35749	\u4ed6\u8ba4\u4e3a\u9176\u548c\u8fc7\u6c27\u5316\u6c22\u6eb6\u6db2\u6ca1\u6709\u5145\u5206\u7684\u6df7\u5300\u597d	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:01,940 --> 00:21:03,780	35750	[\u59d3\u540d]\u4f60\u6709\u8865\u5145\u7684\u5417	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:07,130 --> 00:21:08,640	35752	\u8fc7\u6c27\u5316\u6c22\u7684\u91cf\u6709\u8bef\u5dee	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:12,410 --> 00:21:13,180	35754	\u597d\u8bf7\u5750	\u6559\u5e08	\u8bfe\u5802\u7ba1\u7406	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:14,100 --> 00:21:14,580	35755	\u8fd8\u6709\u5417	\u6559\u5e08	\u5f15\u5bfc\u601d\u8003	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:21:15,580 --> 00:21:15,750	35756	\u597d[\u59d3\u540d]	\u6559\u5e08	\u63d0\u9ad8\u53c2\u4e0e\u5ea6	video_high_17	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u751f\u7269
00:32:26,620 --> 00:32:29,050	36195	\u6709\u4e9b\u540c\u5b66\u90fd\u5df2\u7ecf\u8d85\u8fc70.25\u79d2\u4e86	\u6559\u5e08	\u60c5\u611f\u652f\u6301\u4e0e\u53cd\u9988	video_high_18	\u9ad8\u4e2d\u9636\u6bb5	\u5973	\u7269\u7406
